JOIN_NAME,geography_type,median_home_value,home_ref,population,county_income,msa_income,ref_income,affordability_ratio,net_new_units_2021,net_new_units_2022,net_new_units_2023,net_new_units_2024,total_net_new_units,rate_2021,rate_2022,rate_2023,rate_2024,avg_annual_rate
SEBASTOPOL,City,821400.0,Place,7466,102840,102840.0,102840.0,7.987164527421237,39.0,14.0,3.0,54.0,110.0,5.223680685775516,1.8751674256630055,0.4018215912135012,7.232788641843022,3.683364586123761
SELMA,City,288700.0,Place,24586,71434,71897.0,71897.0,4.015466570232416,13.0,0.0,12.0,18.0,43.0,0.5287562027169934,0.0,0.4880826486618401,0.7321239729927601,0.43724070609289845
SHAFTER,City,306800.0,Place,20618,67660,67660.0,67660.0,4.534436890334023,220.0,305.0,268.0,306.0,1099.0,10.67028809777864,14.792899408284024,12.998350955475798,14.841400717819381,13.32573479483946
SHASTA LAKE,City,273000.0,Place,10334,71931,71931.0,71931.0,3.7953038328398048,-3.0,-2.0,-3.0,-3.0,-11.0,-0.2903038513644281,-0.19353590090961875,-0.2903038513644281,-0.2903038513644281,-0.26611186375072576
SIERRA MADRE,City,1172200.0,Place,11020,87760,93525.0,93525.0,12.533547179898424,17.0,14.0,34.0,60.0,125.0,1.5426497277676952,1.2704174228675136,3.0852994555353903,5.44464609800363,2.835753176043557
SIGNAL HILL,City,725500.0,Place,11563,87760,93525.0,93525.0,7.757284148623363,14.0,0.0,11.0,4.0,29.0,1.210758453688489,0.0,0.9513102136123843,0.3459309867681397,0.6269999135172533
SIMI VALLEY,City,753500.0,Place,125769,107327,107327.0,107327.0,7.020600594445014,69.0,562.0,211.0,373.0,1215.0,0.5486248598621282,4.468509728152406,1.6776789192885369,2.9657546772257075,2.415142046132195
SOLANA BEACH,City,1934700.0,Place,12841,102285,102285.0,102285.0,18.914796891039742,7.0,17.0,46.0,-190.0,-120.0,0.5451288840432988,1.3238844326765828,3.5822755237131063,-14.796355424032397,-2.336266645899852
SOLEDAD,City,571600.0,Place,24476,94486,94486.0,94486.0,6.049573481785662,62.0,74.0,125.0,96.0,357.0,2.5330936427520836,3.023369831671842,5.107043634580814,3.922209511358065,3.6464291550907006
SOLVANG,City,936900.0,Place,6034,95977,95977.0,95977.0,9.761713743917813,-4.0,27.0,1.0,14.0,38.0,-0.6629101756711965,4.474643685780577,0.16572754391779912,2.320185614849188,1.574411667219092
SONOMA,City,954300.0,Place,10726,102840,102840.0,102840.0,9.279463243873979,127.0,8.0,9.0,9.0,153.0,11.840387842625395,0.7458512026850643,0.8390826030206974,0.8390826030206974,3.566101062837964
SONORA,City,379300.0,Place,4965,72259,72259.0,72259.0,5.2491731133838,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2014098690835851,0.050352467270896276
SOUTH EL MONTE,City,578100.0,Place,19413,87760,93525.0,93525.0,6.1812349639133926,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.15453562046051617,0.03863390511512904
SOUTH GATE,City,608500.0,Place,91836,87760,93525.0,93525.0,6.506281742849506,0.0,0.0,0.0,177.0,177.0,0.0,0.0,0.0,1.9273487521233503,0.4818371880308376
SOUTH LAKE TAHOE,City,630200.0,Place,21319,106190,93986.0,93986.0,6.705253973996127,22.0,37.0,23.0,79.0,161.0,1.0319433369294995,1.7355410666541582,1.0788498522444767,3.705614709883203,1.8879872414278345
SOUTH PASADENA,City,1545100.0,Place,26297,87760,93525.0,93525.0,16.52071638599305,7.0,10.0,19.0,37.0,73.0,0.2661900597026277,0.38027151386089664,0.7225158763357037,1.4070046012853177,0.6939955127961365
SOUTH SAN FRANCISCO,City,1160100.0,Place,64487,156000,133780.0,133780.0,8.67169980565107,125.0,207.0,216.0,254.0,802.0,1.938375176392141,3.2099492921053856,3.3495123048056197,3.9387783584288303,3.109153782932994
STANTON,City,541000.0,Place,38639,113702,93525.0,93525.0,5.78454958567228,137.0,52.0,490.0,60.0,739.0,3.545640415124615,1.345790522529051,12.681487616139135,1.5528352183027512,4.781438443023887
STOCKTON,City,412900.0,Place,320470,88531,88531.0,88531.0,4.663903039613243,507.0,0.0,0.0,272.0,779.0,1.5820513620619714,0.0,0.0,0.8487533934533653,0.6077011888788342
SUISUN CITY,City,551000.0,Place,29205,99994,99994.0,99994.0,5.51033061983719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNNYVALE,City,1816600.0,Place,153455,159674,157444.0,157444.0,11.5380706790986,770.0,581.0,499.0,604.0,2454.0,5.01775764882213,3.7861262259294257,3.251767619171744,3.9360072985565795,3.9979146981199696
SUSANVILLE,City,234000.0,Place,14992,64395,64395.0,64395.0,3.63382250174703,16.0,16.0,1.0,12.0,45.0,1.0672358591248667,1.0672358591248667,0.06670224119530417,0.80042689434365,0.7504002134471719
SUTTER CREEK,City,499600.0,Place,2687,81526,,81526.0,6.128106370973677,1.0,1.0,1.0,1.0,4.0,0.3721622627465575,0.3721622627465575,0.3721622627465575,0.3721622627465575,0.3721622627465575
TAFT,City,246400.0,Place,7228,67660,67660.0,67660.0,3.6417381022760864,8.0,1.0,1.0,4.0,14.0,1.1068068622025455,0.1383508577753182,0.1383508577753182,0.5534034311012728,0.48422800221361373
TEHACHAPI,City,344700.0,Place,12366,67660,67660.0,67660.0,5.094590600059119,0.0,5.0,0.0,35.0,40.0,0.0,0.4043344654698367,0.0,2.8303412582888567,0.8086689309396734
TEHAMA,City,265800.0,Place,395,61834,61834.0,61834.0,4.29860594494938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEMECULA,City,640400.0,Place,110404,89672,86031.0,86031.0,7.443828387441736,0.0,72.0,328.0,876.0,1276.0,0.0,0.6521502844099851,2.9709068512010433,7.9344951269881525,2.8893880656497952
TEMPLE CITY,City,930200.0,Place,35749,87760,93525.0,93525.0,9.94600374231489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOUSAND OAKS,City,951200.0,Place,125676,107327,107327.0,107327.0,8.862634751740009,73.0,88.0,80.0,10.0,251.0,0.5808587160635285,0.7002132467615138,0.6365574970559216,0.0795696871319902,0.4992997867532385
TIBURON,City,2000001.0,Place,9035,142785,133780.0,133780.0,14.949925250411123,2.0,7.0,11.0,10.0,30.0,0.22136137244050913,0.774764803541782,1.2174875484228003,1.1068068622025455,0.8301051466519093
TORRANCE,City,1036600.0,Place,143499,87760,93525.0,93525.0,11.083667468591285,35.0,125.0,110.0,132.0,402.0,0.24390413870479932,0.8710862096599977,0.7665558645007979,0.9198670374009575,0.7003533125666381
TRACY,City,653900.0,Place,95358,88531,88531.0,88531.0,7.386113338830466,538.0,595.0,442.0,510.0,2085.0,5.641896851863503,6.239644287841608,4.635164328110908,5.348266532435663,5.46624300006292
TRINIDAD,City,777500.0,Place,424,61135,61135.0,61135.0,12.717755786374417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRUCKEE,City,884000.0,Place,16942,84905,84905.0,84905.0,10.411636534950828,216.0,78.0,183.0,130.0,607.0,12.749380238460631,4.6039428638885616,10.801558257584702,7.673238106480935,8.957029866603708
TULARE,City,301200.0,Place,69984,69489,69489.0,69489.0,4.334498985450935,73.0,194.0,479.0,509.0,1255.0,1.043095564700503,2.7720621856424326,6.844421582075903,7.273090992226795,4.483167581161409
TULELAKE,City,112200.0,Place,837,55499,,55499.0,2.0216580478927546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURLOCK,City,443900.0,Place,72400,79661,79661.0,79661.0,5.572362887736785,80.0,80.0,131.0,0.0,291.0,1.1049723756906078,1.1049723756906078,1.8093922651933703,0.0,1.0048342541436464
TUSTIN,City,890600.0,Place,79035,113702,93525.0,93525.0,9.522587543437584,30.0,79.0,241.0,85.0,435.0,0.37957866767887644,0.9995571582210414,3.049281963686974,1.0754728917568166,1.375972670335927
TWENTYNINE PALMS,City,238400.0,Place,28738,82184,86031.0,86031.0,2.771094140484244,14.0,25.0,5.0,3.0,47.0,0.4871598580276985,0.8699283179066045,0.1739856635813209,0.10439139814879254,0.4088663094161041
UKIAH,City,448100.0,Place,16419,64688,64688.0,64688.0,6.927096215681424,44.0,25.0,5.0,2.0,76.0,2.6798221572568366,1.5226262257141117,0.3045252451428223,0.12181009805712893,1.1571959315427247
UNION CITY,City,1058200.0,Place,68141,126240,133780.0,133780.0,7.910001494991778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPLAND,City,688800.0,Place,78940,82184,86031.0,86031.0,8.006416291801793,323.0,81.0,235.0,108.0,747.0,4.091715226754498,1.0260957689384342,2.9769445148213833,1.3681276919179124,2.365720800608057
VACAVILLE,City,596700.0,Place,102085,99994,99994.0,99994.0,5.967358041482489,137.0,95.0,107.0,146.0,485.0,1.3420189058137826,0.9305970514767106,1.048146152715874,1.4301807317431554,1.1877357104373805
VALLEJO,City,557500.0,Place,124637,99994,99994.0,99994.0,5.575334520071205,18.0,0.0,26.0,183.0,227.0,0.14441939391994352,0.0,0.20860579121769618,1.4682638381860924,0.455322255830933
VERNON,City,675000.0,Place,371,87760,93525.0,93525.0,7.217321571772254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VICTORVILLE,City,342500.0,Place,135983,82184,86031.0,86031.0,3.9811230835396545,605.0,679.0,500.0,444.0,2228.0,4.449085547458138,4.993271217725745,3.676930204510858,3.265114021605642,4.096100247825095
VILLA PARK,City,1686200.0,Place,5776,113702,93525.0,93525.0,18.029403902699812,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.1731301939058172,0.5193905817174516,0.1731301939058172
VISALIA,City,340600.0,Place,142649,69489,69489.0,69489.0,4.9014952006792445,596.0,702.0,761.0,491.0,2550.0,4.178087473448815,4.9211701449011205,5.3347727639170275,3.4420150158781344,4.469011349536274
VISTA,City,674400.0,Place,98646,102285,102285.0,102285.0,6.59334213227746,542.0,237.0,65.0,221.0,1065.0,5.494394096060661,2.4025302597165625,0.6589218011880867,2.240334124039495,2.699045070251201
WALNUT,City,972500.0,Place,27857,87760,93525.0,93525.0,10.398289227479284,13.0,7.0,23.0,83.0,126.0,0.46666905984133256,0.25128333991456364,0.8256452597192807,2.9795024589869694,1.1307750296155366
WALNUT CREEK,City,1031100.0,Place,69790,125727,133780.0,133780.0,7.7074301091344,28.0,211.0,405.0,51.0,695.0,0.40120361083249745,3.0233557816306065,5.803123656684339,0.7307637197306204,2.489611692219516
WASCO,City,251900.0,Place,26222,67660,67660.0,67660.0,3.723026899201892,100.0,93.0,91.0,25.0,309.0,3.8135916406071235,3.5466402257646252,3.4703683929524827,0.9533979101517809,2.945999542369003
WATERFORD,City,372900.0,Place,9177,79661,79661.0,79661.0,4.681086102358745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATSONVILLE,City,657700.0,Place,51968,109266,109266.0,109266.0,6.019255761169989,22.0,35.0,14.0,139.0,210.0,0.42333743842364535,0.6734913793103449,0.2693965517241379,2.6747229064039413,1.0102370689655173
WEED,City,206500.0,Place,2765,55499,,55499.0,3.7207877619416565,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.3616636528028933,2.1699819168173597,0.6329113924050632
WEST COVINA,City,712300.0,Place,107436,87760,93525.0,93525.0,7.616145415664261,7.0,52.0,330.0,141.0,530.0,0.06515506906437321,0.484009084478201,3.071596113034737,1.3124092482966605,1.2332923787184928
WEST HOLLYWOOD,City,969900.0,Place,35090,87760,93525.0,93525.0,10.370489174017642,113.0,115.0,29.0,105.0,362.0,3.220290681105728,3.2772869763465375,0.8264462809917356,2.9923055001424905,2.579082359646623
WESTLAKE VILLAGE,City,1212800.0,Place,7829,87760,93525.0,93525.0,12.967655707030206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTMINSTER,City,820000.0,Place,90147,113702,93525.0,93525.0,8.767709168671479,43.0,125.0,136.0,156.0,460.0,0.4769986799338857,1.3866240695752494,1.5086469876978712,1.730506838829911,1.2756941440092293
WESTMORLAND,City,218600.0,Place,1734,56393,56393.0,56393.0,3.8763676342808506,0.0,3.0,0.0,5.0,8.0,0.0,1.7301038062283738,0.0,2.883506343713956,1.1534025374855825
WEST SACRAMENTO,City,497100.0,Place,54496,88818,93986.0,93986.0,5.289085608494882,-7.0,0.0,0.0,0.0,-7.0,-0.1284497944803288,0.0,0.0,0.0,-0.0321124486200822
WHEATLAND,City,387300.0,Place,3790,73313,74762.0,74762.0,5.18043926058693,1.0,19.0,29.0,37.0,86.0,0.2638522427440633,5.013192612137203,7.651715039577836,9.762532981530342,5.672823218997361
WHITTIER,City,751700.0,Place,85925,87760,93525.0,93525.0,8.03742314889067,617.0,278.0,240.0,134.0,1269.0,7.180680826302008,3.235379691591504,2.7931335466977014,1.5594995635728832,3.6921734070410244
WILDOMAR,City,511900.0,Place,36953,89672,86031.0,86031.0,5.950180748799851,10.0,25.0,34.0,102.0,171.0,0.27061402321868316,0.676535058046708,0.9200876789435228,2.760263036830569,1.1568749492598707
WILLIAMS,City,339900.0,Place,5569,75149,,75149.0,4.523014278300443,0.0,14.0,9.0,0.0,23.0,0.0,2.513916322499551,1.6160890644639971,0.0,1.032501346740887
WILLITS,City,306800.0,Place,4945,64688,64688.0,64688.0,4.742765273311897,3.0,2.0,2.0,0.0,7.0,0.6066734074823054,0.4044489383215369,0.4044489383215369,0.0,0.3538928210313448
WILLOWS,City,286200.0,Place,6239,70487,,70487.0,4.06032318016088,6.0,0.0,-1.0,20.0,25.0,0.9616925789389325,0.0,-0.16028209648982208,3.2056419297964416,1.001763103061388
WINDSOR,City,763200.0,Place,26179,102840,102840.0,102840.0,7.421236872812135,61.0,31.0,26.0,86.0,204.0,2.3301119217693573,1.1841552389319683,0.9931624584590704,3.285075824133848,1.948126360823561
WINTERS,City,598700.0,Place,7453,88818,93986.0,93986.0,6.370097674121678,163.0,74.0,0.0,0.0,237.0,21.870387763316785,9.928887696229706,0.0,0.0,7.949818864886623
WOODLAKE,City,263700.0,Place,7651,69489,69489.0,69489.0,3.794845227302163,54.0,25.0,13.0,0.0,92.0,7.05790092798327,3.2675467259181805,1.6991242974774539,0.0,3.006142987844726
WOODLAND,City,505200.0,Place,61256,88818,93986.0,93986.0,5.3752686570340265,0.0,65.0,305.0,355.0,725.0,0.0,1.0611205432937183,4.979104087762831,5.79535065952723,2.958893822645945
WOODSIDE,City,2000001.0,Place,5181,156000,133780.0,133780.0,14.949925250411123,-5.0,0.0,0.0,19.0,14.0,-0.9650646593321753,0.0,0.0,3.667245705462266,0.6755452615325226
YORBA LINDA,City,1091700.0,Place,67407,113702,93525.0,93525.0,11.672814755412992,21.0,15.0,38.0,22.0,96.0,0.31154034447460943,0.2225288174818639,0.5637396709540552,0.3263755989734004,0.35604610797098224
YOUNTVILLE,City,748900.0,Place,3396,108970,108970.0,108970.0,6.872533724878407,1.0,0.0,0.0,0.0,1.0,0.2944640753828033,0.0,0.0,0.0,0.07361601884570082
YREKA,City,245100.0,Place,7832,55499,,55499.0,4.416295789113318,0.0,1.0,0.0,51.0,52.0,0.0,0.12768130745658837,0.0,6.511746680286006,1.6598569969356485
YUBA CITY,City,405900.0,Place,69545,75450,74762.0,74762.0,5.429228752574837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUCAIPA,City,466000.0,Place,54348,82184,86031.0,86031.0,5.416652137020376,17.0,68.0,116.0,249.0,450.0,0.3127989990432031,1.2511959961728123,2.1343931699418563,4.581585338926915,2.0699933760211966
YUCCA VALLEY,City,321300.0,Place,21744,82184,86031.0,86031.0,3.734700282456324,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.6438557763061075,0.16096394407652687
ALAMEDA COUNTY,County,1057400.0,County,1651949,126240,,126240.0,8.376108998732573,102.0,17.0,53.0,46.0,218.0,0.061745247583309175,0.010290874597218195,0.032083314920739084,0.02784589596894335,0.03299133326755245
ALPINE COUNTY,County,466100.0,County,1695,110781,,110781.0,4.207400185952465,1.0,0.0,5.0,5.0,11.0,0.5899705014749262,0.0,2.949852507374631,2.949852507374631,1.6224188790560472
AMADOR COUNTY,County,422800.0,County,41029,81526,,81526.0,5.186075607781566,44.0,65.0,48.0,37.0,194.0,1.072412196251432,1.584245289916888,1.1699042140924711,0.9018011650296132,1.182090716322601
BUTTE COUNTY,County,408700.0,County,209470,68574,,68574.0,5.959984833902062,52.0,3.0,297.0,-56.0,296.0,0.2482455721583043,0.014321859932209862,1.4178641332887765,-0.2673413854012508,0.35327254499451
CALAVERAS COUNTY,County,441800.0,County,45995,79877,,79877.0,5.531003918524732,51.0,95.0,182.0,245.0,573.0,1.1088161756712687,2.0654418958582457,3.956951842591586,5.326665941950211,3.114468964017828
COLUSA COUNTY,County,375100.0,County,21895,75149,,75149.0,4.991417051457771,0.0,18.0,17.0,1.0,36.0,0.0,0.8221055035396209,0.7764329755651975,0.04567252797442338,0.4110527517698105
CONTRA COSTA COUNTY,County,830800.0,County,1161458,125727,,125727.0,6.607968057775975,341.0,149.0,439.0,216.0,1145.0,0.2935964968169318,0.12828703233349806,0.3779732026470178,0.185973147543863,0.24645746983532765
DEL NORTE COUNTY,County,319600.0,County,27293,66780,,66780.0,4.78586403114705,30.0,25.0,66.0,50.0,171.0,1.0991829406807607,0.9159857839006339,2.418202469497673,1.8319715678012678,1.5663356904700838
EL DORADO COUNTY,County,640500.0,County,192299,106190,,106190.0,6.031641397495056,133.0,549.0,426.0,472.0,1580.0,0.6916312617330304,2.854929042792734,2.2153001315659466,2.4545109438946637,2.0540928449965934
FRESNO COUNTY,County,362600.0,County,1012152,71434,,71434.0,5.076014222919058,33.0,81.0,-17.0,11.0,108.0,0.032603798638939606,0.08002750575012449,-0.016795896268544646,0.010867932879646535,0.026675835250041496
GLENN COUNTY,County,338400.0,County,28623,70487,,70487.0,4.800885269624186,26.0,18.0,13.0,3.0,60.0,0.908360409460923,0.6288648988575621,0.4541802047304615,0.10481081647626035,0.5240540823813018
HUMBOLDT COUNTY,County,418800.0,County,135418,61135,,61135.0,6.850413020364766,8.0,16.0,13.0,70.0,107.0,0.05907634140217696,0.11815268280435393,0.09599905477853757,0.5169179872690484,0.19753651656352922
IMPERIAL COUNTY,County,279500.0,County,179319,56393,,56393.0,4.956288901104747,4.0,7.0,4.0,23.0,38.0,0.02230661558451698,0.039036577272904716,0.02230661558451698,0.1282630396109726,0.05297821201322782
INYO COUNTY,County,338400.0,County,18803,72432,,72432.0,4.671968190854871,0.0,3.0,7.0,20.0,30.0,0.0,0.1595490081369994,0.3722810189863319,1.0636600542466628,0.39887252034249854
KERN COUNTY,County,310600.0,County,910433,67660,,67660.0,4.590600059119125,472.0,581.0,484.0,316.0,1853.0,0.5184346349484257,0.638157887510668,0.531615176514911,0.3470875945841155,0.50882382338953
KINGS COUNTY,County,305700.0,County,152830,68750,,68750.0,4.446545454545454,13.0,49.0,96.0,24.0,182.0,0.08506183340967088,0.32061767977491334,0.6281489236406465,0.1570372309101616,0.29771641693384804
LAKE COUNTY,County,316800.0,County,68139,58738,,58738.0,5.393442064762164,15.0,-7.0,33.0,27.0,68.0,0.22013824681900235,-0.10273118184886776,0.48430414300180513,0.3962488442742042,0.249490013061536
LASSEN COUNTY,County,259500.0,County,31177,64395,,64395.0,4.029815979501514,0.0,0.0,-12.0,13.0,1.0,0.0,0.0,-0.3848991243544921,0.4169740513840331,0.008018731757385253
LOS ANGELES COUNTY,County,783300.0,County,9848406,87760,,87760.0,8.925478577939836,548.0,860.0,1244.0,1616.0,4268.0,0.05564352241367791,0.08732377605066241,0.12631485745002796,0.1640874675556633,0.1083424058675079
MADERA COUNTY,County,367700.0,County,158790,75496,,75496.0,4.8704567129384335,544.0,162.0,643.0,966.0,2315.0,3.4259084325209397,1.0202153788021915,4.04937338623339,6.083506518042698,3.644750928899805
MARIN COUNTY,County,1390000.0,County,258765,142785,,142785.0,9.734916132646987,36.0,18.0,11.0,29.0,94.0,0.13912236971769754,0.06956118485884877,0.042509612969296465,0.11207079782814523,0.090815991343497
MARIPOSA COUNTY,County,358000.0,County,17060,65378,,65378.0,5.47584814463581,142.0,224.0,282.0,326.0,974.0,8.32356389214537,13.13012895662368,16.52989449003517,19.10902696365768,14.273153575615474
MENDOCINO COUNTY,County,486000.0,County,90709,64688,,64688.0,7.512985406876082,208.0,177.0,63.0,117.0,565.0,2.2930469964391627,1.9512947998544796,0.6945286575753233,1.289838935497029,1.5571773473414985
MERCED COUNTY,County,368400.0,County,285597,65044,,65044.0,5.663858311296968,45.0,41.0,41.0,71.0,198.0,0.15756468030126367,0.14355893094115135,0.14355893094115135,0.2486020511419938,0.17332114833139006
MODOC COUNTY,County,212000.0,County,8646,56648,,56648.0,3.7424092642282165,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.11566042100393245,0.0,-0.028915105250983113
MONO COUNTY,County,514300.0,County,13169,86953,,86953.0,5.91468954492657,0.0,-2.0,9.0,20.0,27.0,0.0,-0.1518718201837649,0.6834231908269421,1.518718201837649,0.5125673931202066
MONTEREY COUNTY,County,723100.0,County,435834,94486,,94486.0,7.65298562750037,217.0,26.0,90.0,108.0,441.0,0.49789598792200707,0.05965574048835107,0.20650064015198447,0.24780076818238136,0.25296328418618097
NAPA COUNTY,County,838800.0,County,136070,108970,,108970.0,7.697531430668992,29.0,20.0,25.0,26.0,100.0,0.21312559711912984,0.1469831704269861,0.18372896303373265,0.19107812155508194,0.18372896303373265
NEVADA COUNTY,County,602800.0,County,102452,84905,,84905.0,7.099699664330722,131.0,107.0,111.0,98.0,447.0,1.278647561785031,1.0443915199312848,1.0834341935735758,0.9565455042361302,1.0907546948815054
ORANGE COUNTY,County,915500.0,County,3164063,113702,,113702.0,8.051749309598776,118.0,368.0,533.0,355.0,1374.0,0.03729382126714923,0.11630615446026202,0.16845429436771645,0.11219751313422015,0.10856294580733696
PLACER COUNTY,County,658800.0,County,412435,114678,,114678.0,5.744781039083346,277.0,663.0,913.0,888.0,2741.0,0.6716209827003043,1.6075260344054214,2.2136821559760933,2.153066543819026,1.6614739292252114
PLUMAS COUNTY,County,327400.0,County,19607,64946,,64946.0,5.0411110768946505,3.0,-18.0,-6.0,12.0,-9.0,0.15300657928290917,-0.918039475697455,-0.30601315856581834,0.6120263171316367,-0.11475493446218188
RIVERSIDE COUNTY,County,510300.0,County,2449909,89672,,89672.0,5.690739584262646,2210.0,1766.0,2405.0,3495.0,9876.0,0.9020743219442029,0.720843100702924,0.9816691150569266,1.4265835996357417,1.0077925343349488
SACRAMENTO COUNTY,County,498900.0,County,1584047,88724,,88724.0,5.623055768450476,290.0,616.0,553.0,711.0,2170.0,0.18307537592003267,0.38887735023013836,0.3491058030475106,0.44885031820394217,0.3424772118504059
SAN BENITO COUNTY,County,751500.0,County,66056,108289,,108289.0,6.939763041490825,168.0,62.0,164.0,140.0,534.0,2.5432965968269348,0.9385975535908925,2.4827419159501027,2.1194138306891124,2.0210124742642606
SAN BERNARDINO COUNTY,County,475000.0,County,2187816,82184,,82184.0,5.779713812907622,584.0,360.0,633.0,0.0,1577.0,0.26693286821195206,0.16454765848681974,0.28932963283932467,0.0,0.18020253988452412
SAN DIEGO COUNTY,County,791600.0,County,3282782,102285,,102285.0,7.739160189666129,1064.0,1287.0,1260.0,923.0,4534.0,0.3241153387584067,0.3920455272387871,0.38382079589811324,0.28116396397933213,0.3452864064686598
SAN FRANCISCO COUNTY,County,1380500.0,County,836321,141446,,141446.0,9.759908374927534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOAQUIN COUNTY,County,494500.0,County,787416,88531,,88531.0,5.585614078684302,231.0,605.0,236.0,0.0,1072.0,0.29336462556005977,0.7683359240858707,0.29971450923019094,0.0,0.34035376471903034
SAN LUIS OBISPO COUNTY,County,777200.0,County,281486,93398,,93398.0,8.321377331420374,288.0,-4.0,180.0,181.0,645.0,1.0231414706237612,-0.014210298203107792,0.6394634191398507,0.6430159936906277,0.572852646312783
SAN MATEO COUNTY,County,1494500.0,County,745100,156000,,156000.0,9.580128205128204,77.0,59.0,35.0,83.0,254.0,0.10334183331096497,0.07918400214736276,0.04697356059589317,0.11139444369883236,0.08522345993826332
SANTA BARBARA COUNTY,County,735700.0,County,443975,95977,,95977.0,7.665378163518343,151.0,-1.0,132.0,36.0,318.0,0.34010924038515683,-0.0022523790753983895,0.29731403795258743,0.08108564671434201,0.179064136494172
SANTA CLARA COUNTY,County,1382800.0,County,1903297,159674,,159674.0,8.660145045530268,0.0,0.0,86.0,70.0,156.0,0.0,0.0,0.045184750461961534,0.036778285259736136,0.020490758930424416
SANTA CRUZ COUNTY,County,1015200.0,County,266021,109266,,109266.0,9.291087804074461,61.0,59.0,161.0,187.0,468.0,0.22930520522815867,0.2217870017780551,0.6052153777333369,0.7029520225846833,0.4398149018310585
SHASTA COUNTY,County,347200.0,County,181554,71931,,71931.0,4.826847951509085,-40.0,2.0,47.0,64.0,73.0,-0.22032012514183108,0.011016006257091555,0.2588761470416515,0.35251220022692975,0.10052105709596043
SIERRA COUNTY,County,334100.0,County,2731,60000,,60000.0,5.568333333333333,1.0,5.0,6.0,8.0,20.0,0.3661662394727206,1.8308311973636031,2.1969974368363236,2.9293299157817647,1.8308311973636031
SISKIYOU COUNTY,County,284500.0,County,43834,55499,,55499.0,5.126218490423251,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.5247068485650408,0.1311767121412602
SOLANO COUNTY,County,589600.0,County,450824,99994,,99994.0,5.896353781226874,-48.0,-31.0,14.0,12.0,-53.0,-0.10647170514435789,-0.06876297623906447,0.03105424733377105,0.02661792628608947,-0.02939062694089046
SONOMA COUNTY,County,779000.0,County,485642,102840,,102840.0,7.574873590042785,175.0,66.0,231.0,187.0,659.0,0.3603477458704148,0.13590257844255643,0.4756590245489476,0.38505730558724327,0.3392416636122905
STANISLAUS COUNTY,County,426600.0,County,552250,79661,,79661.0,5.355192628764389,73.0,53.0,70.0,93.0,289.0,0.13218650973291082,0.09597102761430511,0.12675418741511996,0.16840199185151652,0.1308284291534631
SUTTER COUNTY,County,399400.0,County,98971,75450,,75450.0,5.293571901921802,14.0,23.0,20.0,13.0,70.0,0.14145557789655555,0.23239130654434126,0.20207939699507937,0.1313516080468016,0.17681947237069445
TEHAMA COUNTY,County,315600.0,County,65520,61834,,61834.0,5.103988097163373,51.0,50.0,48.0,0.0,149.0,0.7783882783882784,0.7631257631257631,0.7326007326007326,0.0,0.5685286935286935
TRINITY COUNTY,County,329000.0,County,15886,53498,,53498.0,6.14976260794796,45.0,32.0,3.0,0.0,80.0,2.8326828654160896,2.014352259851442,0.18884552436107263,0.0,1.258970162407151
TULARE COUNTY,County,303000.0,County,475774,69489,,69489.0,4.360402365842075,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.002101838267748973,0.0,-0.0005254595669372433
TUOLUMNE COUNTY,County,406200.0,County,54873,72259,,72259.0,5.621445079505667,77.0,64.0,58.0,59.0,258.0,1.4032402092103584,1.1663295245384797,1.0569861316129971,1.0752100304339112,1.1754414739489367
VENTURA COUNTY,County,768400.0,County,838259,107327,,107327.0,7.15942866193968,82.0,41.0,147.0,894.0,1164.0,0.09782179493450116,0.04891089746725058,0.17536346165087402,1.0664961545298053,0.34714807714560775
YOLO COUNTY,County,593800.0,County,217782,88818,,88818.0,6.685581751446779,24.0,5.0,34.0,19.0,82.0,0.11020194506433038,0.02295873855506883,0.15611942217446806,0.08724320650926155,0.0941308280757822
